BuildingType,PrimaryPropertyType,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,proportion_parking,proportion_electricity,proportion_gaz,proportion_steam,SiteEnergyUse(kBtu),SiteEUI(kBtu/sf),TotalGHGEmissions,GHGEmissionsIntensity
NonResidential,Low-Rise Multifamily,47.64859,-122.33311,2000,1.0,3,93079,0.387767,0.87333,0.12667,0.0,1997181.5,21.89999962,25.6,0.28
NonResidential,Worship Facility,47.67738,-122.28996,1957,1.0,2,22220,0.0,0.267307,0.732693,0.0,778355.8125,35.0,31.74,1.43
NonResidential,Mixed Use Property,47.54437,-122.30863,1962,1.0,1,44700,0.0,0.827294,0.172706,0.0,2042771.0,42.70000076,30.52,0.68
NonResidential,Warehouse,47.54137,-122.33051,1976,1.0,1,44100,0.0,1.0,0.0,0.0,1618916.375,40.5,11.29,0.26
NonResidential,Distribution Center,47.54113,-122.32633,1965,1.0,1,27800,0.0,0.719339,0.280661,0.0,1224186.25,44.0,24.39,0.88
NonResidential,Warehouse,47.55436,-122.33631,2001,1.0,1,46340,0.0,1.0,0.0,0.0,2564004.0,55.29999924,17.87,0.39
Campus,Other,47.54134,-122.30529,1994,3.0,1,22800,0.0,0.161118,0.838882,0.0,2222097.5,97.5,101.5,4.45
NonResidential,Small- and Mid-Sized Office,47.60191,-122.31438,1910,1.0,3,38460,0.0,0.750838,0.249162,0.0,1950713.25,50.70000076,36.02,0.94
NonResidential,Worship Facility,47.68576,-122.35481,1922,1.0,2,21022,0.0,0.14589,0.854109,0.0,945245.625,45.0,43.84,2.09
NonResidential,Distribution Center,47.51127,-122.281,1967,1.0,1,48001,0.0,0.276901,0.723099,0.0,2143650.75,44.70000076,86.46,1.8
NonResidential,Warehouse,47.51399,-122.27946,1979,1.0,1,26380,0.0,0.998609,0.001391,0.0,509124.0,19.29999924,3.58,0.14
NonResidential,Warehouse,47.51018,-122.28192,1969,1.0,1,37351,0.0,0.498723,0.501277,0.0,2559461.75,65.40000153,77.04,2.06
NonResidential,Warehouse,47.51127,-122.281,1981,1.0,1,30375,0.0,1.000001,0.0,0.0,345866.6875,11.39999962,2.41,0.08
NonResidential,Warehouse,47.51104,-122.28245,1979,1.0,1,30004,0.0,0.999999,0.0,0.0,369291.5,12.60000038,2.57,0.09
NonResidential,Other,47.68541,-122.27097,1928,1.0,3,39971,0.0,0.328318,0.671682,0.0,10960107.0,274.2000122,416.07,10.41
NonResidential,Worship Facility,47.68164,-122.3753,1914,1.0,2,33589,0.0,0.218945,0.781055,0.0,509836.1875,15.19999981,21.93,0.65
NonResidential,Small- and Mid-Sized Office,47.66587,-122.38476,1979,1.0,3,43500,0.0,0.998684,0.001316,0.0,3220635.25,74.0,22.65,0.52
NonResidential,Small- and Mid-Sized Office,47.67528,-122.40836,1978,1.0,2,28492,0.0,0.719273,0.280727,0.0,1896298.875,66.59999847,37.78,1.33
NonResidential,Small- and Mid-Sized Office,47.6744,-122.40735,1963,1.0,3,22325,0.0,1.0,0.0,0.0,1401315.875,62.79999924,9.77,0.44
NonResidential,Restaurant,47.67398,-122.40765,1977,1.0,3,22719,0.0,1.0,0.0,0.0,1358519.0,59.79999924,9.47,0.42
NonResidential,Laboratory,47.61597,-122.33086,1946,1.0,2,44588,0.493406,1.0,0.0,0.0,7251589.0,105.0999985,50.55,1.13
NonResidential,Retail Store,47.59692,-122.31543,1917,1.0,2,147545,0.0,0.609027,0.390973,0.0,6787070.0,46.0,169.75,1.15
Nonresidential COS,Other,47.68339,-122.31947,1923,1.0,2,21462,0.0,0.999999,0.0,0.0,1114384.625,42.90000153,7.77,0.36
NonResidential,Other,47.67713,-122.35398,1917,1.0,2,28072,0.0,0.141235,0.858765,0.0,1362523.0,57.20000076,63.48,2.26
NonResidential,Restaurant,47.61468,-122.34925,1955,1.0,2,31020,0.0,0.245793,0.754207,0.0,4970047.0,160.1999969,207.6,6.69
NonResidential,Small- and Mid-Sized Office,47.61402,-122.35016,1917,1.0,2,21600,0.0,0.758858,0.241141,0.0,1636649.125,75.80000305,29.62,1.37
NonResidential,Small- and Mid-Sized Office,47.6158,-122.35126,1974,1.0,5,61825,0.215447,0.443154,0.556846,0.0,4322873.0,104.0999985,141.2,2.28
NonResidential,Small- and Mid-Sized Office,47.61683,-122.35176,1942,1.0,3,64630,0.0,1.0,0.0,0.0,1408291.375,21.79999924,9.82,0.15
NonResidential,Worship Facility,47.61636,-122.35094,1948,1.0,2,20920,0.0,0.273529,0.726471,0.0,1042108.5,49.79999924,42.19,2.02
NonResidential,Worship Facility,47.57384,-122.41182,1926,1.0,2,22128,0.0,0.251999,0.748002,0.0,608359.6875,27.5,25.24,1.14
NonResidential,Retail Store,47.72736,-122.34579,1968,1.0,1,48139,0.0,0.545137,0.454862,0.0,859236.625,21.5,24.02,0.5
NonResidential,Worship Facility,47.56633,-122.38725,1949,1.0,2,21364,0.0,0.16799,0.83201,0.0,965651.125,45.20000076,43.8,2.05
NonResidential,University,47.61741,-122.33491,1992,1.0,2,28923,0.0,0.397822,0.602178,0.0,439311.9063,15.30000019,15.27,0.53
NonResidential,University,47.61789,-122.33573,1928,1.0,3,21600,0.0,0.727579,0.27242,0.0,323739.4063,15.0,6.33,0.29
NonResidential,Retail Store,47.6646,-122.29932,1996,1.0,1,25735,0.0,0.815546,0.184454,0.0,1169394.875,45.5,18.1,0.7
NonResidential,Retail Store,47.66246,-122.29898,1956,1.0,2,25862,0.0,0.455178,0.544822,0.0,4801472.0,185.6999969,154.17,5.96
NonResidential,Retail Store,47.66246,-122.29898,2003,1.0,2,49965,0.0,0.961503,0.038497,0.0,3377209.75,67.59999847,29.54,0.59
NonResidential,Small- and Mid-Sized Office,47.6026,-122.33232,1929,1.0,2,20028,0.0,0.703511,0.0,0.296489,511797.4063,25.60000038,14.22,0.71
NonResidential,Small- and Mid-Sized Office,47.60247,-122.33372,1900,1.0,7,23622,0.0,0.760584,0.239415,0.0,552007.5,19.39999962,9.95,0.42
NonResidential,Small- and Mid-Sized Office,47.60237,-122.33365,1902,1.0,3,23563,0.0,1.0,0.0,0.0,883197.6875,37.5,6.16,0.26
NonResidential,Mixed Use Property,47.60284,-122.33407,1903,1.0,3,28600,0.0,0.656586,0.343414,0.0,1062722.625,40.90000153,24.25,0.85
NonResidential,Mixed Use Property,47.60427,-122.33385,1978,1.0,2,38539,0.321207,1.0,0.0,0.0,2186018.5,83.59999847,15.24,0.4
NonResidential,Small- and Mid-Sized Office,47.60427,-122.33385,1906,1.0,5,26840,0.0,1.0,0.0,0.0,1989287.0,68.5,13.87,0.52
NonResidential,Retail Store,47.60427,-122.33385,1906,1.0,2,46800,0.0,1.0,0.0,0.0,1245187.5,26.60000038,8.68,0.19
NonResidential,Small- and Mid-Sized Office,47.60431,-122.33335,1979,1.0,3,63990,0.416315,0.997711,0.002289,0.0,2067352.5,53.0,14.63,0.23
NonResidential,Small- and Mid-Sized Office,47.61285,-122.34817,1908,1.0,3,28800,0.0,0.686904,0.313096,0.0,1345025.75,38.40000153,28.81,1.0
NonResidential,Small- and Mid-Sized Office,47.6172,-122.34979,1954,1.0,3,33552,0.148069,0.379306,0.620694,0.0,1696978.75,63.90000153,60.43,1.8
NonResidential,Retail Store,47.61652,-122.34854,1931,1.0,2,26270,0.0,0.681914,0.318086,0.0,1560461.75,59.40000153,33.78,1.29
NonResidential,Small- and Mid-Sized Office,47.61595,-122.34756,1926,1.0,3,57620,0.135717,1.0,0.0,0.0,2385395.0,47.90000153,16.63,0.29
NonResidential,Mixed Use Property,47.61543,-122.34651,1954,1.0,2,28696,0.211876,0.999999,0.0,0.0,418348.5,20.20000076,2.92,0.1
NonResidential,Hotel,47.61471,-122.34525,1990,1.0,5,57800,0.0,0.562996,0.437004,0.0,2443065.25,42.29999924,66.29,1.15
NonResidential,Other,47.61319,-122.33695,1955,1.0,2,31890,0.0,1.0,0.0,0.0,1858224.625,59.59999847,12.95,0.41
NonResidential,Small- and Mid-Sized Office,47.61267,-122.33852,1925,1.0,2,44098,0.309765,0.68755,0.0,0.31245,1441900.5,55.59999847,41.69,0.95
NonResidential,Restaurant,47.61332,-122.33904,1923,1.0,3,22381,0.0,0.373353,0.626647,0.0,3532966.5,157.8999939,126.78,5.66
NonResidential,Laboratory,47.61763,-122.35507,1926,0.0,4,49249,0.0,0.326278,0.673722,0.0,33268410.0,696.7000122,1266.06,25.71
NonResidential,Retail Store,47.61812,-122.35509,1925,1.0,1,24825,0.050876,0.601835,0.398165,0.0,439521.0938,18.0,11.14,0.45
NonResidential,Medical Office,47.6146,-122.34217,1952,1.0,4,26670,0.0,0.999979,2.1e-05,0.0,1553208.375,58.20000076,10.83,0.41
Nonresidential COS,Other,47.61607,-122.34449,1922,1.0,2,37740,0.0,0.54891,0.45109,0.0,3095882.0,79.5,86.02,2.28
NonResidential,Small- and Mid-Sized Office,47.61768,-122.34139,1965,1.0,1,23752,0.0,0.535123,0.464878,0.0,1067153.75,44.90000153,30.33,1.28
NonResidential,Hotel,47.61822,-122.34132,1967,1.0,4,44416,0.0,0.56022,0.43978,0.0,2669564.25,50.70000076,72.78,1.64
NonResidential,Mixed Use Property,47.61634,-122.35385,2006,1.0,2,33792,0.676699,0.890824,0.109176,0.0,2547848.0,241.1000061,30.6,0.91
NonResidential,Worship Facility,47.66476,-122.35248,1928,1.0,2,45991,0.0,0.461818,0.538182,0.0,1145535.75,24.89999962,36.43,0.79
NonResidential,Residence Hall,47.66282,-122.305,1921,1.0,3,21499,0.0,0.999999,0.0,0.0,605130.6875,28.10000038,4.22,0.2
NonResidential,Small- and Mid-Sized Office,47.66461,-122.30142,1989,1.0,2,20384,0.0,0.982718,0.017282,0.0,1791071.375,71.59999847,13.91,0.68
NonResidential,Retail Store,47.66246,-122.29898,1956,1.0,2,39265,0.0,0.956154,0.043846,0.0,5238803.0,133.3999939,47.12,1.2
NonResidential,Retail Store,47.66246,-122.29898,1956,1.0,2,54284,0.0,0.947705,0.052295,0.0,6778694.0,124.0,63.61,1.17
NonResidential,Retail Store,47.66246,-122.29898,1956,1.0,1,23409,0.0,0.909154,0.090846,0.0,2545405.0,108.6999969,28.41,1.21
NonResidential,Retail Store,47.66246,-122.29898,1997,1.0,1,63153,0.0,0.928672,0.071328,0.0,4644178.0,73.5,47.66,0.75
NonResidential,Hotel,47.66355,-122.30123,1961,2.0,2,24100,0.0,0.515282,0.484718,0.0,1587454.75,51.40000153,46.57,1.93
NonResidential,Restaurant,47.61521,-122.33747,1923,1.0,3,33600,0.0,0.657182,0.342818,0.0,4475650.0,133.1999969,101.99,3.04
NonResidential,Other,47.61362,-122.33959,1927,1.0,4,32356,0.0,0.52474,0.0,0.47526,1857154.75,57.40000153,74.92,2.32
NonResidential,Hotel,47.61798,-122.33974,1960,1.0,7,61180,0.211834,0.465676,0.534324,0.0,3993913.25,65.30000305,126.3,2.06
NonResidential,Small- and Mid-Sized Office,47.61524,-122.33519,1978,1.0,5,43506,0.258585,0.530044,0.469956,0.0,3460275.5,106.1999969,99.15,2.28
NonResidential,Worship Facility,47.67572,-122.3285,1910,1.0,2,23931,0.0,0.336521,0.663478,0.0,496477.3125,20.70000076,18.66,0.78
NonResidential,Worship Facility,47.67491,-122.33316,1948,1.0,2,21393,0.0,0.31486,0.68514,0.0,845961.375,39.5,32.64,1.53
NonResidential,Mixed Use Property,47.57256,-122.29265,1990,1.0,2,47560,0.0,0.515056,0.484944,0.0,1132489.625,24.0,33.23,0.7
NonResidential,Senior Care Community,47.60897,-122.32507,2006,1.0,6,62334,0.0,0.446878,0.553122,0.0,1076733.25,21.0,34.98,0.56
NonResidential,Residence Hall,47.66159,-122.30441,1930,1.0,3,20960,0.0,0.219155,0.780845,0.0,1500309.75,71.59999847,64.51,3.08
NonResidential,University,47.61679,-122.33619,1910,1.0,3,28800,0.0,0.89581,0.10419,0.0,717056.375,24.89999962,8.45,0.29
NonResidential,K-12 School,47.61718,-122.33654,1957,1.0,2,21600,0.0,0.483318,0.516682,0.0,1261536.75,58.40000153,38.87,1.8
NonResidential,K-12 School,47.61687,-122.33533,1995,1.0,3,22860,0.0,0.999999,0.0,0.0,931148.625,40.70000076,6.49,0.28
NonResidential,Worship Facility,47.66516,-122.2738,1972,1.0,1,26366,0.0,0.364629,0.635371,0.0,888031.875,33.70000076,32.22,1.22
NonResidential,Worship Facility,47.54362,-122.2667,1965,1.0,2,21732,0.0,0.556926,0.443074,0.0,860364.1875,39.59999847,23.59,1.09
NonResidential,Mixed Use Property,47.66835,-122.38886,1945,1.0,1,21060,0.0,0.737094,0.262907,0.0,350264.5938,14.30000019,6.69,0.32
NonResidential,Mixed Use Property,47.6684,-122.38788,1960,1.0,4,20539,0.0,0.669321,0.33068,0.0,1678458.75,81.0,37.31,1.82
NonResidential,Retail Store,47.66033,-122.31348,1900,1.0,3,32960,0.0,1.0,0.0,0.0,813641.0,24.70000076,5.67,0.17
NonResidential,Other,47.66097,-122.3139,1921,1.0,3,29636,0.0,1.0,0.0,0.0,688641.8125,23.20000076,4.8,0.16
NonResidential,Hotel,47.66023,-122.31581,1930,1.0,3,20571,0.0,0.999999,0.0,0.0,716279.6875,34.79999924,4.99,0.24
NonResidential,Worship Facility,47.65926,-122.31241,1926,1.0,2,47992,0.0,0.307226,0.692774,0.0,3040195.5,63.29999924,118.37,2.47
NonResidential,Residence Hall,47.65711,-122.31409,1993,1.0,3,28572,0.0,0.436805,0.563195,0.0,2717863.25,123.5,89.57,3.13
NonResidential,Residence Hall,47.60817,-122.32654,1982,0.0,15,115775,0.272382,1.0,0.0,0.0,2882489.75,16.5,20.09,0.17
NonResidential,Worship Facility,47.68752,-122.29852,2000,1.0,2,31386,0.0,0.629756,0.370244,0.0,1128179.125,37.59999847,27.14,0.86
Campus,K-12 School,47.687,-122.30013,1989,5.0,3,21500,0.0,0.494484,0.505516,0.0,6689184.0,69.59999847,202.65,9.43
NonResidential,Small- and Mid-Sized Office,47.64834,-122.33188,2012,1.0,2,84116,0.315005,0.986367,0.013632,0.0,2641681.75,48.0,20.08,0.24
NonResidential,Hotel,47.61345,-122.34068,1925,1.0,9,104000,0.0,0.478655,0.109575,0.41177,8690648.0,83.59999847,355.8,3.42
NonResidential,Senior Care Community,47.57188,-122.29531,1981,1.0,3,78374,0.0,1.0,0.0,0.0,3321035.75,56.59999847,23.15,0.3
NonResidential,Mixed Use Property,47.65742,-122.36736,2007,1.0,2,38784,0.0,0.843717,0.156282,0.0,1841154.25,54.70000076,26.11,0.67
NonResidential,Other,47.57383,-122.33046,1969,1.0,2,41790,0.0,0.818869,0.181131,0.0,2177075.0,52.09999847,33.37,0.8
NonResidential,Small- and Mid-Sized Office,47.60542,-122.3364,1900,1.0,5,39960,0.0,0.653889,0.346111,0.0,2178690.5,54.5,49.98,1.25
NonResidential,Warehouse,47.60528,-122.33627,1900,1.0,5,33300,0.0,1.000003,0.0,0.0,90558.70313,3.0,0.63,0.02
NonResidential,Hotel,47.60721,-122.33451,1926,1.0,11,36240,0.0,0.212457,0.248374,0.539169,2147968.25,59.29999924,120.91,3.34
NonResidential,Other,47.60781,-122.33186,1922,1.0,3,39320,0.177009,0.314755,0.302273,0.382972,3042875.5,77.40000153,145.48,3.7
NonResidential,Other,47.60547,-122.33118,1908,1.0,5,41536,0.0,1.0,0.0,0.0,2735166.0,65.90000153,19.07,0.46
NonResidential,Hotel,47.60223,-122.32889,1909,1.0,6,35820,0.0,0.299057,0.700943,0.0,3321603.0,92.69999695,130.58,3.65
NonResidential,K-12 School,47.56542,-122.38502,1922,1.0,2,33462,0.0,0.144196,0.855804,0.0,3987215.5,68.90000153,185.23,5.54
NonResidential,K-12 School,47.56504,-122.38455,1965,1.0,3,49744,0.0,0.228129,0.771871,0.0,2096835.5,42.20000076,89.29,1.79
NonResidential,Worship Facility,47.56342,-122.38509,1923,1.0,2,37816,0.0,0.483795,0.516205,0.0,1411305.5,37.0,43.45,1.15
NonResidential,Mixed Use Property,47.5622,-122.38648,1926,0.0,2,23315,0.0,0.590125,0.409875,0.0,1354000.625,81.30000305,35.04,1.5
NonResidential,Mixed Use Property,47.56147,-122.38638,1930,1.0,2,20700,0.0,0.19251,0.80749,0.0,4265815.0,206.1000061,188.67,9.11
NonResidential,Other,47.56263,-122.38196,1948,1.0,1,41521,0.316081,0.501481,0.498519,0.0,3343550.0,116.0,100.21,2.41
NonResidential,Supermarket / Grocery Store,47.56197,-122.38109,1946,1.0,2,25762,0.0,1.0,0.0,0.0,1906384.875,74.0,13.29,0.52
NonResidential,Other,47.56245,-122.37805,1984,1.0,1,33334,0.0,0.40611,0.593889,0.0,6118300.5,122.4000015,210.3,6.31
NonResidential,Small- and Mid-Sized Office,47.56175,-122.37835,1981,1.0,3,43387,0.0,0.875623,0.124377,0.0,2686765.0,59.70000076,34.15,0.79
NonResidential,Mixed Use Property,47.72178,-122.29498,1979,1.0,1,39350,0.0,1.0,0.0,0.0,267135.0938,6.5,1.86,0.05
NonResidential,Other,47.72032,-122.29507,1949,0.0,1,22405,0.0,0.317327,0.682673,0.0,3498214.75,189.1000061,134.57,6.01
SPS-District K-12,Other,47.72606,-122.28747,2013,1.0,1,32590,0.0,0.464624,0.535376,0.0,1361794.25,41.79999924,43.13,1.32
NonResidential,Warehouse,47.552,-122.32262,1985,1.0,1,37500,0.0,0.993592,0.006408,0.0,1811506.375,29.5,13.16,0.35
NonResidential,Medical Office,47.60132,-122.30477,1990,1.0,2,39000,0.0,0.869965,0.130035,0.0,2615247.75,67.09999847,33.92,0.87
NonResidential,Other,47.56018,-122.38716,1924,1.0,1,22180,0.0,0.525029,0.474971,0.0,5089083.0,229.3999939,147.0,6.63
NonResidential,Distribution Center,47.58513,-122.30645,1969,1.0,1,25920,0.0,0.929277,0.070723,0.0,1219744.75,47.09999847,12.48,0.48
NonResidential,Refrigerated Warehouse,47.58528,-122.30595,1953,1.0,1,25480,0.0,1.0,0.0,0.0,741287.1875,29.10000038,5.17,0.2
NonResidential,Warehouse,47.58482,-122.30501,1970,1.0,2,31000,0.0,0.963396,0.036604,0.0,2301043.75,74.19999695,19.93,0.64
NonResidential,Small- and Mid-Sized Office,47.58528,-122.305,1961,1.0,1,29740,0.0,0.858312,0.141688,0.0,1467060.25,48.90000153,19.82,0.67
NonResidential,Distribution Center,47.58607,-122.30445,1954,1.0,1,23236,0.0,0.500826,0.499174,0.0,433871.0,18.70000076,13.02,0.56
NonResidential,Small- and Mid-Sized Office,47.58579,-122.3034,2009,1.0,3,38075,0.0,0.936315,0.063685,0.0,1921801.25,50.5,19.04,0.5
NonResidential,Small- and Mid-Sized Office,47.5859,-122.29957,1970,1.0,2,39170,0.0,0.50962,0.49038,0.0,2130673.75,60.0,63.06,1.61
Nonresidential COS,Other,47.58476,-122.29765,1977,0.0,1,36070,0.0,1.0,0.0,0.0,1441665.375,21.60000038,10.05,0.28
NonResidential,Other,47.56979,-122.29234,1963,1.0,2,20047,0.0,0.999997,0.0,0.0,117438.3984,5.900000095,0.82,0.04
NonResidential,Retail Store,47.57403,-122.3336,1914,1.0,1,20000,0.0,1.000001,0.0,0.0,557863.6875,27.89999962,3.89,0.19
NonResidential,Warehouse,47.5741,-122.32541,1955,1.0,2,32400,0.0,1.0,0.0,0.0,248616.0,7.599999905,1.73,0.05
NonResidential,Supermarket / Grocery Store,47.63776,-122.35606,1962,1.0,1,25159,0.0,0.547864,0.452136,0.0,8905287.0,344.1000061,247.85,9.85
Nonresidential COS,Other,47.63629,-122.35922,1948,1.0,1,27247,0.0,0.379046,0.620954,0.0,2332996.5,90.40000153,83.1,3.05
NonResidential,Distribution Center,47.56489,-122.3409,1955,1.0,1,26680,0.0,0.999999,0.0,0.0,243518.2031,7.199999809,1.7,0.06
NonResidential,Warehouse,47.56447,-122.35335,1953,1.0,1,31521,0.0,0.40318,0.59682,0.0,1788148.0,56.70000076,61.71,1.96
NonResidential,Warehouse,47.56982,-122.33479,1951,1.0,1,24000,0.0,0.347002,0.652998,0.0,1257033.5,52.40000153,46.64,1.94
NonResidential,Self-Storage Facility,47.56487,-122.34181,1952,1.0,1,21900,0.0,0.084121,0.915879,0.0,1333637.625,60.90000153,65.65,3.0
NonResidential,Warehouse,47.56897,-122.33617,1961,1.0,1,38005,0.0,0.841262,0.158738,0.0,752093.625,19.79999924,10.75,0.28
NonResidential,Distribution Center,47.5678,-122.33622,1998,1.0,1,35579,0.0,0.379381,0.620619,0.0,1096646.25,30.79999924,39.05,1.1
NonResidential,Distribution Center,47.57382,-122.32672,1975,1.0,1,49950,0.0,1.000001,0.0,0.0,238969.7031,4.800000191,1.67,0.03
NonResidential,Worship Facility,47.63927,-122.4032,1947,1.0,2,22612,0.0,0.21457,0.78543,0.0,731321.8125,32.29999924,31.6,1.4
NonResidential,Other,47.72599,-122.29314,1976,1.0,2,38787,0.0,0.694428,0.305572,0.0,3204685.5,82.59999847,67.52,1.74
NonResidential,Self-Storage Facility,47.72356,-122.29378,1988,2.0,2,50368,0.0,0.32882,0.67118,0.0,753275.1875,15.0,28.58,0.57
NonResidential,Warehouse,47.55302,-122.33605,1938,1.0,1,30545,0.0,0.305497,0.694503,0.0,1577040.875,51.59999847,61.53,2.01
NonResidential,K-12 School,47.63111,-122.35814,1922,1.0,3,32691,0.0,0.486096,0.513903,0.0,971990.3125,29.0,29.82,0.91
NonResidential,Worship Facility,47.63159,-122.35839,1963,1.0,2,24227,0.0,0.201893,0.798107,0.0,1086678.125,41.5,47.59,1.96
NonResidential,Distribution Center,47.54365,-122.30785,1956,1.0,1,27000,0.0,0.523789,0.476211,0.0,651293.3125,24.10000038,18.85,0.7
NonResidential,Small- and Mid-Sized Office,47.64243,-122.32618,1957,1.0,2,21183,0.0,1.0,0.0,0.0,361542.0938,25.89999962,2.52,0.12
NonResidential,Small- and Mid-Sized Office,47.64428,-122.32627,1961,1.0,3,29392,0.130444,0.97389,0.02611,0.0,755618.1875,25.70000076,6.18,0.21
NonResidential,Large Office,47.6465,-122.3252,1985,1.0,5,137738,0.402968,1.0,0.0,0.0,4704936.5,57.20000076,32.8,0.24
NonResidential,Residence Hall,47.65014,-122.34424,1988,1.0,3,21118,0.0,0.522201,0.477799,0.0,1361427.75,64.5,39.5,1.87
NonResidential,Large Office,47.64868,-122.34254,2013,1.0,5,206126,0.384639,0.80217,0.197749,0.0,4489661.0,32.0,72.26,0.35
NonResidential,Small- and Mid-Sized Office,47.64866,-122.34509,1900,1.0,2,20500,0.0,0.966939,0.033061,0.0,1326178.125,64.69999695,11.27,0.55
NonResidential,Senior Care Community,47.69875,-122.36725,1966,1.0,2,34636,0.895023,0.293148,0.706852,0.0,12148720.0,337.5,480.9,13.88
NonResidential,Worship Facility,47.67485,-122.29284,1930,1.0,2,25521,0.0,0.597145,0.402854,0.0,605186.3125,23.70000076,15.47,0.61
NonResidential,K-12 School,47.67485,-122.29284,1986,1.0,1,23190,0.0,0.285143,0.714857,0.0,1705515.25,73.5,68.14,2.94
NonResidential,Small- and Mid-Sized Office,47.68602,-122.35674,1960,1.0,1,20678,0.0,0.233038,0.766962,0.0,770333.0,33.29999924,32.63,1.58
NonResidential,K-12 School,47.68642,-122.35707,1922,1.0,3,28820,0.0,0.262255,0.737745,0.0,2595783.5,76.80000305,106.45,3.69
NonResidential,Worship Facility,47.51042,-122.26277,1954,1.0,2,27876,0.0,0.334201,0.665799,0.0,1829981.375,40.79999924,68.97,2.47
SPS-District K-12,K-12 School,47.63796,-122.34897,1925,1.0,1,48789,0.0,0.660199,0.3398,0.0,1298307.625,26.60000038,29.41,0.6
NonResidential,Senior Care Community,47.55387,-122.27875,1966,1.0,2,48882,0.147969,0.399304,0.600696,0.0,6782435.0,161.8000031,235.26,4.81
NonResidential,Warehouse,47.55374,-122.32498,1977,1.0,1,22320,0.0,1.0,0.0,0.0,439065.9063,19.70000076,3.06,0.14
NonResidential,Other,47.55297,-122.32472,1976,1.0,1,47105,0.0,0.413675,0.586325,0.0,10234721.0,225.8000031,348.22,7.39
NonResidential,Small- and Mid-Sized Office,47.55316,-122.32616,1982,1.0,2,40029,0.0,1.0,0.0,0.0,1471914.25,36.79999924,10.26,0.26
NonResidential,Small- and Mid-Sized Office,47.55196,-122.32518,1970,1.0,2,28304,0.0,1.0,0.0,0.0,1269367.5,46.70000076,8.85,0.31
NonResidential,Other,47.55168,-122.32459,1970,1.0,1,26400,0.0,0.999999,0.0,0.0,452612.5,16.29999924,3.16,0.12
NonResidential,Warehouse,47.55049,-122.32382,1968,1.0,1,27680,0.0,0.361228,0.638772,0.0,1778431.75,64.19999695,64.81,2.34
NonResidential,Small- and Mid-Sized Office,47.55145,-122.32635,1969,1.0,2,25872,0.0,0.595777,0.404223,0.0,1787119.0,69.09999847,45.79,1.77
NonResidential,Small- and Mid-Sized Office,47.55127,-122.32576,1969,1.0,2,25872,0.0,0.410718,0.589282,0.0,2399353.5,96.0,81.96,3.17
NonResidential,Warehouse,47.55127,-122.32576,1969,1.0,1,20500,0.0,1.0,0.0,0.0,222600.0938,10.39999962,1.55,0.08
NonResidential,Small- and Mid-Sized Office,47.6557,-122.34682,1958,1.0,2,21436,0.0,1.000001,0.0,0.0,534703.6875,24.89999962,3.73,0.17
NonResidential,Mixed Use Property,47.65205,-122.3218,1998,1.0,1,20233,0.0,0.526723,0.473277,0.0,630250.125,31.10000038,18.16,0.9
NonResidential,Small- and Mid-Sized Office,47.65178,-122.351,2006,1.0,4,39926,0.310575,0.840436,0.159564,0.0,1010967.688,36.70000076,14.49,0.36
NonResidential,Small- and Mid-Sized Office,47.64904,-122.34609,1985,1.0,3,31417,0.25814,0.610458,0.389542,0.0,1126157.25,42.79999924,28.09,0.89
