BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,proportion_parking,proportion_electricity,proportion_gaz,proportion_steam,SiteEnergyUse(kBtu),SiteEUI(kBtu/sf),TotalGHGEmissions,GHGEmissionsIntensity,surface_inverse
NonResidential,Large Office,DOWNTOWN,1930,1.0,17,204790,0.146492,0.870328,0.129672,0.0,7739699.0,44.5,100.26,0.49,4.883050930221202e-06
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1916,1.0,5,73399,0.0,1.0,0.0,0.0,3757006.0,61.09999847,26.19,0.36,1.3624163816945735e-05
NonResidential,Large Office,DOWNTOWN,1969,1.0,20,265851,0.121625,0.551102,0.0,0.448898,14633233.0,64.59999847,563.25,2.12,3.7615055049633064e-06
NonResidential,Large Office,DOWNTOWN,2009,1.0,25,758043,0.301656,0.967193,0.032807,0.0,27018020.0,46.40000153,229.25,0.3,1.319186378609129e-06
NonResidential,Large Office,DOWNTOWN,1968,1.0,12,206000,0.0,0.730487,0.0,0.269513,8580279.0,53.29999924,222.19,1.08,4.854368932038835e-06
NonResidential,Large Office,DOWNTOWN,2009,1.0,36,824887,0.187871,1.0,0.0,0.0,39523852.0,53.20000076,275.54,0.33,1.2122872587396819e-06
NonResidential,Large Office,DOWNTOWN,1990,1.0,16,480840,0.294485,0.992515,0.007484,0.0,17867002.0,52.70000076,130.73,0.27,2.079693869062474e-06
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,7,89550,0.0,0.910744,0.0,0.089255,3903259.75,47.70000076,51.67,0.58,1.1166945840312674e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,6,89355,0.0,0.985249,0.014751,0.0,4178233.5,46.79999924,31.97,0.36,1.1191315539141626e-05
NonResidential,Large Office,DOWNTOWN,1922,1.0,15,388934,0.0,0.935816,0.0,0.064184,18576900.0,47.79999924,213.23,0.55,2.571130320311415e-06
NonResidential,Large Office,DOWNTOWN,1929,1.0,22,384302,0.0,1.0,0.0,0.0,10062436.0,28.39999962,70.15,0.18,2.602120207545108e-06
NonResidential,Large Office,DOWNTOWN,1958,1.0,17,378525,0.223499,0.561511,0.0,0.438489,24906132.0,105.1999969,940.47,2.48,2.641833432402087e-06
NonResidential,Large Office,DOWNTOWN,1983,1.0,47,1323055,0.0,0.996379,0.003621,0.0,44683660.0,42.59999847,318.97,0.24,7.558264773573283e-07
NonResidential,Large Office,DOWNTOWN,1986,1.0,41,589921,0.219406,1.0,0.0,0.0,24603420.0,51.20000076,171.52,0.29,1.6951422309088843e-06
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1950,1.0,6,91091,0.015281,0.738107,0.0,0.261893,1835804.875,20.5,46.56,0.51,1.0978032956054934e-05
NonResidential,Large Office,DOWNTOWN,1968,1.0,8,157941,0.398839,1.0,0.0,0.0,3743228.5,44.09999847,26.1,0.17,6.33147821021774e-06
NonResidential,Large Office,DOWNTOWN,1991,1.0,29,635303,0.310452,0.990081,0.0,0.009919,18221224.0,34.90000153,139.72,0.22,1.5740520664942554e-06
NonResidential,Large Office,DOWNTOWN,1980,1.0,34,776762,0.209336,0.997079,0.002921,0.0,32552428.0,53.70000076,231.32,0.3,1.2873956243997519e-06
NonResidential,Large Office,DOWNTOWN,1972,1.0,14,186768,0.127297,0.776479,0.0,0.223521,9641043.0,52.70000076,218.53,1.17,5.3542362717382e-06
NonResidential,Large Office,DOWNTOWN,1969,1.0,49,1123435,0.328439,0.84978,0.15022,0.0,45163308.0,52.70000076,627.87,0.56,8.901271546640438e-07
NonResidential,Large Office,DOWNTOWN,2002,1.0,37,1052469,0.156223,1.0,0.0,0.0,41213584.0,46.29999924,287.32,0.27,9.501467501655631e-07
NonResidential,Large Office,DOWNTOWN,1973,1.0,42,617684,0.27765,0.987299,0.0,0.012701,69519808.0,115.9000015,546.65,0.88,1.6189507903717758e-06
NonResidential,Large Office,DOWNTOWN,1907,1.0,8,201480,0.0,0.818425,0.0,0.181574,8921778.0,44.29999924,175.95,0.87,4.963271788763152e-06
Nonresidential COS,Large Office,DOWNTOWN,1990,1.0,63,1354987,0.117787,1.0,0.0,0.0,61576184.0,50.40000153,429.27,0.32,7.380144606553421e-07
Nonresidential COS,Large Office,DOWNTOWN,2001,1.0,14,310490,0.0,0.761663,0.238336,0.0,21169502.0,71.0,380.37,1.23,3.220715643015878e-06
Nonresidential COS,Large Office,DOWNTOWN,2003,1.0,8,199530,0.153661,0.661321,0.338679,0.0,13214416.0,73.19999695,298.61,1.5,5.011777677542224e-06
NonResidential,Large Office,DOWNTOWN,2006,1.0,13,372242,0.141583,0.812561,0.187439,0.0,13843866.0,43.29999924,216.24,0.58,2.6864244228217127e-06
NonResidential,Large Office,DOWNTOWN,1909,1.0,7,114395,0.072521,0.597361,0.402638,0.0,2746560.75,28.39999962,70.17,0.61,8.741640805979282e-06
NonResidential,Retail Store,NORTHEAST,1978,1.0,2,89200,0.0,0.851003,0.148997,0.0,6461937.0,72.40000153,89.47,1.0,1.1210762331838564e-05
NonResidential,Large Office,NORTHEAST,1971,1.0,23,474546,0.0,1.0,0.0,0.0,28450436.0,60.0,198.34,0.42,2.1072772713288067e-06
NonResidential,Other,NORTHEAST,1969,1.0,5,36000,0.0,1.0,0.0,0.0,30038490.0,834.4000244,209.41,5.82,2.777777777777778e-05
NonResidential,Small- and Mid-Sized Office,NORTHEAST,1961,0.0,5,99005,0.0,0.605524,0.394476,0.0,4728488.5,59.40000153,119.03,1.2,1.010049997474875e-05
NonResidential,Large Office,NORTHEAST,2002,1.0,6,135051,0.327639,1.0,0.0,0.0,4426136.0,46.09999847,30.86,0.23,7.404610110254644e-06
NonResidential,Large Office,NORTHEAST,2002,1.0,5,220649,0.374894,1.0,0.0,0.0,7046345.5,48.29999924,49.12,0.22,4.532084895014253e-06
NonResidential,Self-Storage Facility,DOWNTOWN,1964,1.0,5,93660,0.0,1.0,0.0,0.0,873221.875,9.300000191,6.09,0.07,1.0676916506512919e-05
NonResidential,Large Office,DOWNTOWN,1980,1.0,18,413715,0.156291,1.0,0.0,0.0,24224888.0,69.59999847,168.88,0.41,2.41712289861378e-06
NonResidential,Mixed Use Property,DOWNTOWN,2000,1.0,11,381381,0.512928,0.990379,0.009621,0.0,9765777.0,48.40000153,72.42,0.19,2.622049866144354e-06
NonResidential,Large Office,DOWNTOWN,1988,1.0,20,497513,0.238675,0.991764,0.008236,0.0,26823218.0,73.0,197.19,0.4,2.0099977287025664e-06
NonResidential,Large Office,DOWNTOWN,1979,1.0,24,543876,0.21461,1.0,0.0,0.0,25307744.0,59.70000076,176.43,0.32,1.8386543991645155e-06
NonResidential,Mixed Use Property,DOWNTOWN,1980,1.0,4,109347,0.353919,0.910747,0.089253,0.0,8218155.5,116.3000031,91.13,0.83,9.14519831362543e-06
NonResidential,Large Office,DOWNTOWN,1982,1.0,6,396626,0.313182,1.0,0.0,0.0,20361158.0,74.30000305,141.95,0.36,2.5212668861849702e-06
NonResidential,Large Office,DOWNTOWN,2002,1.0,6,287471,0.290781,1.0,0.0,0.0,14913424.0,74.90000153,103.97,0.36,3.478611755620567e-06
NonResidential,Large Office,DOWNTOWN,1947,1.0,3,192630,0.25184,0.964875,0.035124,0.0,5357833.0,36.70000076,46.03,0.24,5.191299382235374e-06
NonResidential,Large Office,DOWNTOWN,1984,1.0,8,253103,0.244904,1.0,0.0,0.0,29949248.0,161.1999969,208.79,0.82,3.950960676088391e-06
NonResidential,Supermarket / Grocery Store,NORTHWEST,1956,1.0,1,60880,0.0,0.568437,0.431563,0.0,14293972.0,231.8000031,384.27,6.31,1.6425755584756898e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,5,50176,0.0,0.967056,0.032944,0.0,2933288.75,46.59999847,24.91,0.5,1.992984693877551e-05
NonResidential,Large Office,DOWNTOWN,1912,1.0,42,304346,0.0,0.483175,0.473216,0.043608,23262244.0,88.40000153,741.3,2.44,3.2857340001182863e-06
NonResidential,Warehouse,GREATER DUWAMISH,1977,1.0,1,128800,0.0,0.205544,0.794456,0.0,1809101.5,14.0,78.92,0.61,7.763975155279503e-06
NonResidential,Large Office,DOWNTOWN,1927,1.0,8,321945,0.0,0.729022,0.0,0.270978,13656587.0,60.40000153,355.05,1.1,3.106120610663312e-06
NonResidential,Large Office,DOWNTOWN,1964,1.0,22,336330,0.0,0.692476,0.024368,0.283155,18967014.0,71.90000153,530.66,1.58,2.9732703000029733e-06
NonResidential,Large Office,DOWNTOWN,1960,1.0,21,298426,0.0,0.528714,0.0,0.471286,27076922.0,90.69999695,1084.79,3.64,3.3509144645573777e-06
NonResidential,Large Office,DOWNTOWN,1976,1.0,42,635824,0.0,1.0,0.0,0.0,48479988.0,62.90000153,337.97,0.53,1.572762273836785e-06
NonResidential,Hotel,DOWNTOWN,1923,1.0,12,542305,0.0,0.426273,0.070252,0.503475,56485204.0,104.1999969,2573.75,4.75,1.8439807857202128e-06
NonResidential,Retail Store,SOUTHEAST,1980,1.0,2,291940,0.0,0.849876,0.150124,0.0,11688601.0,40.0,162.45,0.56,3.4253613756251286e-06
NonResidential,Mixed Use Property,GREATER DUWAMISH,1970,0.0,1,88400,0.0,0.577367,0.422633,0.0,4383100.5,48.29999924,116.03,1.31,1.1312217194570136e-05
NonResidential,Warehouse,NORTHWEST,1960,1.0,1,52311,0.0,0.018015,0.981985,0.0,930611.875,18.20000076,48.65,0.93,1.9116438225229875e-05
NonResidential,Other,LAKE UNION,2009,1.0,5,141131,0.493938,1.0,0.0,0.0,3085814.0,43.09999847,21.51,0.15,7.085615491989711e-06
NonResidential,Large Office,LAKE UNION,2001,1.0,5,176532,0.396908,1.0,0.0,0.0,5803409.0,56.09999847,40.46,0.23,5.664695352683933e-06
NonResidential,Warehouse,BALLARD,1973,1.0,1,52500,0.0,0.76823,0.231769,0.0,3989399.0,72.19999695,70.47,1.34,1.9047619047619046e-05
NonResidential,Warehouse,BALLARD,1959,1.0,2,57300,0.0,0.406516,0.593484,0.0,4560492.0,79.59999847,156.67,2.73,1.7452006980802792e-05
NonResidential,Large Office,DOWNTOWN,1916,1.0,6,350310,0.0,0.882463,0.117537,0.0,18102026.0,53.29999924,224.36,0.64,2.8546144843138932e-06
NonResidential,Large Office,DOWNTOWN,1988,1.0,55,1400000,0.203571,0.932058,0.026881,0.041061,53079164.0,46.70000076,588.9,0.42,7.142857142857143e-07
NonResidential,Hotel,DOWNTOWN,1930,1.0,21,305548,0.0,0.432207,0.084991,0.482801,33729336.0,108.8000031,1510.85,4.94,3.2728082003482266e-06
NonResidential,Large Office,DOWNTOWN,1989,1.0,46,1536606,0.333598,0.948096,0.051904,0.0,56606136.0,51.90000153,530.18,0.35,6.507849116819797e-07
NonResidential,Large Office,DOWNTOWN,1958,1.0,10,135918,0.0,0.669777,0.0,0.330223,6423556.5,44.40000153,193.72,1.43,7.357377242160715e-06
NonResidential,Retail Store,DOWNTOWN,1914,1.0,4,79957,0.0,1.0,0.0,0.0,5252131.0,80.30000305,36.61,0.46,1.2506722363270258e-05
NonResidential,Large Office,DOWNTOWN,1983,1.0,29,500000,0.0,1.0,0.0,0.0,18848780.0,44.29999924,131.4,0.26,2e-06
NonResidential,Large Office,DOWNTOWN,1926,0.0,10,132326,0.0,0.945132,0.000423,0.054445,6029020.0,52.70000076,65.2,0.49,7.5570938439913545e-06
NonResidential,Large Office,DOWNTOWN,1984,1.0,6,109830,0.120186,1.0,0.0,0.0,7335905.5,87.90000153,51.14,0.47,9.104980424292089e-06
NonResidential,Hotel,DOWNTOWN,1973,0.0,19,332067,0.178518,0.524024,0.06349,0.412486,37785552.0,113.8000031,1468.5,4.42,3.01144046231634e-06
NonResidential,Large Office,DOWNTOWN,1910,1.0,10,130513,0.0,0.587664,0.358176,0.05416,11651200.0,89.30000305,318.08,2.44,7.662071977504156e-06
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1920,1.0,8,60660,0.0,1.0,0.0,0.0,2586116.0,55.29999924,18.03,0.3,1.6485328058028356e-05
NonResidential,Large Office,DOWNTOWN,1929,1.0,14,137350,0.0,0.645173,0.0,0.354826,6366084.5,51.09999847,202.99,1.48,7.280669821623589e-06
NonResidential,Large Office,DOWNTOWN,1929,1.0,15,151039,0.0,0.476726,0.0,0.523274,5446624.0,43.40000153,238.09,1.58,6.620806546653513e-06
NonResidential,Large Office,DOWNTOWN,1985,1.0,30,755000,0.17836,0.82717,0.162885,0.009945,52226204.0,78.09999847,793.05,1.05,1.3245033112582782e-06
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1906,1.0,4,63540,0.0,0.690156,0.309844,0.0,3518459.5,62.0,74.83,1.18,1.5738117721120555e-05
NonResidential,Large Office,DOWNTOWN,1927,1.0,10,130893,0.0,1.0,0.0,0.0,6962073.0,57.20000076,48.54,0.37,7.639827951074541e-06
NonResidential,Mixed Use Property,DOWNTOWN,1910,1.0,5,79920,0.0,1.0,0.0,0.0,3009463.75,37.70000076,20.98,0.26,1.2512512512512513e-05
Campus,Mixed Use Property,DOWNTOWN,1908,1.0,4,137400,0.0,0.692395,0.307605,0.0,14940504.0,122.8000031,316.2,2.3,7.2780203784570594e-06
NonResidential,Other,DOWNTOWN,1996,1.0,6,147852,0.584564,0.736445,0.263555,0.0,9671619.0,157.5,185.03,1.25,6.76352027703379e-06
NonResidential,Other,DOWNTOWN,1996,0.0,4,267335,0.624535,0.71082,0.28918,0.0,7273155.5,74.69999695,147.75,0.55,3.7406250584472667e-06
NonResidential,Large Office,DOWNTOWN,1989,1.0,56,1605578,0.242816,0.930613,0.050896,0.018491,49517704.0,36.79999924,525.78,0.33,6.228286635716235e-07
NonResidential,Large Office,DOWNTOWN,1980,1.0,36,794592,0.0,0.975339,0.024661,0.0,26689658.0,35.20000076,216.43,0.27,1.2585075107728242e-06
NonResidential,Large Office,DOWNTOWN,1971,1.0,21,456304,0.204259,1.0,0.0,0.0,19397324.0,56.59999847,135.23,0.3,2.191521441845787e-06
NonResidential,Large Office,DOWNTOWN,1986,1.0,12,115857,0.130678,1.0,0.0,0.0,4757299.5,45.20000076,33.17,0.29,8.631330001639953e-06
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1999,1.0,4,87500,0.2,1.0,0.0,0.0,4549892.0,63.40000153,31.72,0.36,1.1428571428571429e-05
NonResidential,Large Office,DOWNTOWN,1998,1.0,11,374405,0.493519,1.0,0.0,0.0,13329024.0,69.09999847,92.92,0.25,2.6709045018095376e-06
NonResidential,Other,DOWNTOWN,1985,1.0,12,193500,0.196382,1.0,0.0,0.0,14436982.0,98.40000153,100.65,0.52,5.16795865633075e-06
NonResidential,Large Office,DOWNTOWN,1923,1.0,11,102846,0.0,0.34659,0.0,0.65341,5327249.5,52.5,281.55,2.74,9.723275577076405e-06
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1925,1.0,4,52800,0.0,0.754185,0.245814,0.0,2429021.0,46.90000153,44.48,0.84,1.893939393939394e-05
Campus,Mixed Use Property,DOWNTOWN,1913,3.0,10,258497,0.0,0.812184,0.0,0.187816,20779796.0,77.30000305,418.9,1.62,3.868516849325137e-06
NonResidential,Retail Store,DOWNTOWN,1929,1.0,8,861702,0.0,0.834168,9.9e-05,0.165732,17666646.0,19.89999962,328.83,0.38,1.1604939990855307e-06
NonResidential,Other,EAST,1999,1.0,5,206950,0.470645,0.915432,0.0,0.084568,19295226.0,93.19999695,249.09,1.2,4.8320850446967865e-06
NonResidential,Other,EAST,1988,1.0,9,46710,0.0,0.652875,0.0,0.347125,4169431.5,89.30000305,130.69,2.8,2.1408691928923143e-05
NonResidential,Medical Office,EAST,1945,1.0,3,266000,0.390977,0.855604,0.110127,0.034269,13911761.0,85.90000153,201.15,0.76,3.7593984962406014e-06
NonResidential,Medical Office,EAST,1992,1.0,14,690158,0.590872,1.0,0.0,0.0,21156670.0,78.19999695,147.49,0.21,1.448943575239293e-06
NonResidential,Mixed Use Property,LAKE UNION,2001,1.0,6,378443,0.46945,0.971554,0.028446,0.0,55073120.0,283.7000122,456.22,1.21,2.6424058576853054e-06
NonResidential,Mixed Use Property,LAKE UNION,2001,1.0,6,213834,0.49067,0.997915,0.002085,0.0,75073888.0,707.2999878,530.59,2.48,4.676524780904814e-06
NonResidential,Hotel,LAKE UNION,1979,1.0,5,109017,0.269765,0.593725,0.406275,0.0,9474745.0,86.90000153,243.66,2.24,9.172881293743177e-06
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1981,1.0,5,275734,0.139453,1.0,0.0,0.0,16373232.0,71.69999695,114.14,0.41,3.6266836879021085e-06
NonResidential,Warehouse,GREATER DUWAMISH,2001,1.0,1,123061,0.0,1.0,0.0,0.0,1987934.625,16.20000076,13.86,0.11,8.126051307887958e-06
NonResidential,Distribution Center,GREATER DUWAMISH,1963,1.0,1,59090,0.0,0.230166,0.769834,0.0,2756214.75,46.59999847,117.11,1.98,1.6923337282112033e-05
NonResidential,Warehouse,GREATER DUWAMISH,1963,1.0,1,106000,0.0,0.999999,0.0,0.0,763364.5,7.199999809,5.32,0.05,9.433962264150944e-06
NonResidential,Large Office,LAKE UNION,1962,1.0,3,158600,0.242119,0.870659,0.129341,0.0,18309150.0,125.5999985,236.9,1.49,6.305170239596469e-06
NonResidential,Distribution Center,GREATER DUWAMISH,1960,1.0,1,119661,0.0,0.999015,0.000985,0.0,775729.1875,6.5,5.44,0.05,8.356941693617803e-06
NonResidential,Large Office,LAKE UNION,2001,1.0,7,139200,0.321322,1.0,0.0,0.0,4342597.0,52.90000153,30.27,0.22,7.183908045977011e-06
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1984,1.0,6,95721,0.354374,1.0,0.0,0.0,3063504.5,32.0,21.36,0.22,1.0447028342787895e-05
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1996,2.0,5,213283,0.540259,1.0,0.0,0.0,5661689.5,53.59999847,39.47,0.19,4.688606218029566e-06
NonResidential,Large Office,LAKE UNION,2001,1.0,3,103697,0.45957,0.433243,0.566757,0.0,11319836.0,179.1000061,374.92,3.62,9.64348052499108e-06
NonResidential,Small- and Mid-Sized Office,NORTH,1974,1.0,5,74880,0.0,1.0,0.0,0.0,5134607.5,71.59999847,35.8,0.48,1.3354700854700855e-05
NonResidential,Small- and Mid-Sized Office,NORTH,1979,1.0,6,88774,0.0,1.0,0.0,0.0,6029121.5,70.59999847,42.03,0.47,1.1264559443080182e-05
NonResidential,Large Office,NORTH,1983,1.0,5,122250,0.0,1.0,0.0,0.0,5535626.0,43.5,38.59,0.32,8.179959100204498e-06
NonResidential,Small- and Mid-Sized Office,NORTH,1979,1.0,4,53730,0.0,1.0,0.0,0.0,4742869.0,88.30000305,33.06,0.62,1.8611576400521126e-05
NonResidential,Small- and Mid-Sized Office,DELRIDGE,1960,1.0,3,55593,0.0,0.672813,0.327187,0.0,4224872.5,76.0,93.23,1.68,1.7987876171460436e-05
NonResidential,Large Office,LAKE UNION,1982,1.0,4,134056,0.454735,1.0,0.0,0.0,4695139.0,65.19999695,32.73,0.24,7.459569135286746e-06
NonResidential,Retail Store,GREATER DUWAMISH,2005,1.0,1,158415,0.0,0.711232,0.288768,0.0,22394416.0,141.3999939,454.49,2.87,6.312533535334406e-06
NonResidential,Large Office,LAKE UNION,1929,1.0,8,287819,0.0,0.994804,0.005196,0.0,48406556.0,176.0,349.07,1.21,3.4744057897498082e-06
NonResidential,Other,EAST,1975,1.0,8,158738,0.0,0.753349,0.154978,0.091485,61762380.0,389.1000061,1268.87,7.99,6.299688795373509e-06
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1985,1.0,4,86995,0.331054,1.0,0.0,0.0,2991674.75,51.40000153,20.86,0.24,1.1494913500775907e-05
NonResidential,Retail Store,BALLARD,1999,1.0,1,164437,0.0,0.766679,0.23332,0.0,18390344.0,104.0,326.18,1.98,6.0813563857282726e-06
NonResidential,Large Office,LAKE UNION,2009,1.0,5,184482,0.359027,0.996439,0.003561,0.0,5671256.0,47.40000153,40.47,0.22,5.420583037911558e-06
NonResidential,Laboratory,LAKE UNION,1928,1.0,3,55200,0.0,0.646912,0.353088,0.0,11594121.0,210.0,269.71,4.89,1.8115942028985507e-05
NonResidential,Laboratory,LAKE UNION,2003,1.0,4,241159,0.463566,0.604764,0.395236,0.0,33713876.0,191.3999939,849.83,3.52,4.146641842104172e-06
NonResidential,Large Office,LAKE UNION,2004,1.0,6,139282,0.377522,1.0,0.0,0.0,3238216.0,37.29999924,22.57,0.16,7.179678637584182e-06
NonResidential,Large Office,LAKE UNION,2009,1.0,5,271071,0.364111,0.980124,0.019876,0.0,7851334.5,42.40000153,61.93,0.23,3.6890703911521337e-06
NonResidential,Warehouse,LAKE UNION,1914,1.0,5,127800,0.0,0.919819,0.080181,0.0,2767491.0,21.70000076,29.53,0.23,7.82472613458529e-06
NonResidential,Large Office,LAKE UNION,2002,1.0,5,560516,0.368584,0.695484,0.304516,0.0,30083496.0,80.80000305,632.4,1.13,1.7840703922813979e-06
NonResidential,Large Office,LAKE UNION,2001,1.0,6,226592,0.419256,0.979636,0.020364,0.0,11963428.0,90.90000153,94.64,0.42,4.413218471967236e-06
Campus,Other,LAKE UNION,1997,1.0,5,535947,0.0,0.491935,0.508065,0.0,131373880.0,245.1000061,3995.45,7.45,1.8658561387599894e-06
NonResidential,Mixed Use Property,LAKE UNION,2003,1.0,5,159700,0.317182,0.64886,0.351139,0.0,31371618.0,270.3999939,726.96,4.55,6.2617407639323735e-06
NonResidential,Large Office,LAKE UNION,2006,1.0,4,209816,0.351131,0.766725,0.233275,0.0,6917478.5,51.0,122.68,0.58,4.766080756472338e-06
NonResidential,Large Office,LAKE UNION,2006,1.0,6,303103,0.3626,0.950527,0.049473,0.0,7519466.5,40.70000076,69.59,0.23,3.2992085198760817e-06
NonResidential,Mixed Use Property,LAKE UNION,1954,1.0,3,67380,0.0,0.56833,0.43167,0.0,2755829.0,42.09999847,74.1,1.1,1.4841199168892847e-05
NonResidential,Laboratory,LAKE UNION,1963,1.0,4,102235,0.0,0.629437,0.370563,0.0,24395228.0,236.5,587.16,5.74,9.781386022399374e-06
NonResidential,Mixed Use Property,LAKE UNION,2008,1.0,5,436497,0.352085,0.662787,0.337213,0.0,45252356.0,171.1999969,1019.53,2.34,2.2909664900331503e-06
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1974,1.0,5,88062,0.236492,1.0,0.0,0.0,3415561.25,52.70000076,23.81,0.27,1.1355635802048556e-05
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1972,1.0,5,87178,0.234188,1.0,0.0,0.0,3632613.75,54.5,25.32,0.29,1.147078391337264e-05
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1970,1.0,5,87178,0.234188,1.0,0.0,0.0,3493093.75,52.29999924,24.35,0.28,1.147078391337264e-05
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1971,1.0,5,88000,0.245455,1.0,0.0,0.0,3484915.5,50.0,24.29,0.28,1.1363636363636363e-05
NonResidential,Medical Office,NORTHEAST,1988,1.0,4,196749,0.449329,0.610669,0.389331,0.0,19165116.0,176.8999939,477.87,2.43,5.082617954856188e-06
NonResidential,Medical Office,NORTHEAST,1994,1.0,4,191276,0.498134,0.950424,0.049575,0.0,8422861.0,87.69999695,77.99,0.41,5.228047428846274e-06
NonResidential,Self-Storage Facility,BALLARD,1946,2.0,2,111445,0.0,0.527868,0.472132,0.0,5697472.5,47.79999924,163.83,1.47,8.973036026739648e-06
NonResidential,Warehouse,SOUTHWEST,1997,1.0,4,98475,0.0,0.705181,0.29482,0.0,1090496.625,11.10000038,22.44,0.23,1.0154861640010155e-05
NonResidential,Hospital,LAKE UNION,2000,1.0,7,351530,0.428,0.627069,0.372931,0.0,42709624.0,198.1000061,1032.63,2.94,2.844707421841664e-06
NonResidential,Supermarket / Grocery Store,NORTH,1995,1.0,2,308965,0.608088,0.73596,0.26404,0.0,14512786.0,119.9000015,277.98,0.9,3.2366125612933506e-06
NonResidential,Supermarket / Grocery Store,GREATER DUWAMISH,2008,1.0,1,63225,0.0,1.0,0.0,0.0,6522551.5,103.1999969,45.47,0.72,1.5816528272044286e-05
Nonresidential COS,Other,DELRIDGE,1955,0.0,1,113780,0.0,0.411489,0.588511,0.0,3574542.25,31.39999962,121.98,1.07,8.788890841975743e-06
NonResidential,Warehouse,GREATER DUWAMISH,1999,1.0,1,243044,0.0,0.502103,0.497897,0.0,1396082.25,4.300000191,41.8,0.17,4.114481328483731e-06
NonResidential,Other,LAKE UNION,2001,1.0,3,280252,0.557755,1.0,0.0,0.0,11521702.0,93.0,80.32,0.29,3.5682171759701985e-06
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1952,1.0,3,66462,0.19557,1.0,0.0,0.0,6876439.5,95.5,47.94,0.72,1.504619180885318e-05
NonResidential,Retail Store,NORTHWEST,1997,1.0,1,131387,0.0,0.878202,0.121798,0.0,8773058.0,81.30000305,110.46,0.84,7.6111030771689745e-06
NonResidential,Warehouse,NORTHWEST,1999,1.0,3,94400,0.0,0.868047,0.131954,0.0,784364.5,11.69999981,10.24,0.11,1.0593220338983052e-05
NonResidential,Other,NORTHWEST,1964,6.0,1,111900,0.0,0.651071,0.348928,0.0,9814820.0,79.0,226.43,2.02,8.936550491510277e-06
NonResidential,Supermarket / Grocery Store,NORTHWEST,1984,0.0,1,144776,0.0,0.767821,0.232179,0.0,13424079.0,92.69999695,237.39,1.64,6.907222191523457e-06
NonResidential,Retail Store,NORTHWEST,1967,1.0,1,114000,0.0,0.454943,0.545057,0.0,17225444.0,150.8999939,553.27,4.85,8.771929824561403e-06
NonResidential,Supermarket / Grocery Store,NORTHWEST,1997,1.0,1,50083,0.0,0.753534,0.246465,0.0,8663691.0,173.0,158.92,3.17,1.9966855020665693e-05
NonResidential,Large Office,LAKE UNION,1988,1.0,3,124071,0.230876,0.999569,0.000431,0.0,4991360.5,51.70000076,34.9,0.28,8.059901185611465e-06
NonResidential,Small- and Mid-Sized Office,LAKE UNION,2000,1.0,4,90000,0.405867,1.0,0.0,0.0,3897738.0,43.29999924,27.17,0.3,1.1111111111111112e-05
NonResidential,Small- and Mid-Sized Office,LAKE UNION,2001,1.0,3,96041,0.350986,1.0,0.0,0.0,5413418.0,87.0,37.74,0.39,1.041221978113514e-05
NonResidential,Large Office,LAKE UNION,1999,1.0,3,280957,0.408707,0.970071,0.029721,0.0,11325513.0,68.69999695,94.47,0.34,3.5592635171930224e-06
NonResidential,Large Office,LAKE UNION,1999,1.0,4,243334,0.423418,0.938143,0.061857,0.0,8651835.0,62.20000076,85.01,0.35,4.10957778197868e-06
NonResidential,Mixed Use Property,DOWNTOWN,1991,1.0,6,154660,0.0,0.659673,0.008979,0.331347,52960796.0,209.3000031,1623.34,10.5,6.46579593948015e-06
NonResidential,Large Office,GREATER DUWAMISH,1982,1.0,5,390295,0.310983,1.0,0.0,0.0,7683885.0,31.60000038,53.57,0.14,2.5621645165836098e-06
